Unnamed: 0,emotion_x,ID_frase,conv,text,speaker,video_name,emocion_code
7619,joy,2,1002,"You know sometimes the good ideas are just right in front of you , are not they ?",Chandler,dia892utt2.wav,3
6821,anger,15,906,Great novels ?,Chandler,dia1330utt15.wav,0
1897,joy,5,256,"You know what , I want to talk to you about this so much , but we should probably do it when we could really get into it , are you free for dinner tomorrow night ?",Carol,dia377utt5.wav,3
9745,anger,9,1279,Will the stable boy never get the princess ? ?,Joey,dia1331utt9.wav,0
6626,sadness,3,883,Oh God oh !,Rachel,dia1291utt3.wav,4
5991,joy,18,786,"Well , I am sure they are still somewhere here in the hotel . I will ... I will help you look for them .",Ross,dia1159utt18.wav,3
1576,disgust,3,213,"Oh , I wanna quit , but then I think I should stick it out , then I think why would such a person stay in such a demeaning job , just because it is remotely related to the field they are interested in .",Rachel,dia311utt3.wav,1
1470,sadness,15,197,"Yes , while I was in the chair !",Phoebe,dia284utt15.wav,4
288,sadness,1,35,"Oh , are you sure you are ok ?",Rachel,dia44utt1.wav,4
1987,anger,6,265,"You look at me , and it is nothin .",Joey,dia389utt6.wav,0
8181,anger,4,1082,And you got a hate from that ? ! Your taking a big leap there ...,Joey,dia228utt4.wav,0
3262,sadness,9,431,"We are supposed to uh , be spending a romantic weekend together , it ... it , what is the matter with you ?",Monica,dia640utt9.wav,4
3206,anger,1,425,"Now maybe you just like wanna but the whole duck in there ! Who cares , you know ? Now I got the legs",Emeril,dia632utt1.wav,0
40,surprise,2,8,C mon in .,Barry,dia9utt2.wav,5
5623,joy,15,738,And I swear I will do a really good job .,Joey,dia1095utt15.wav,3
5739,sadness,15,751,It ... it ... The point is my natural charisma has made him fail his midterm .,Ross,dia1109utt15.wav,4
8864,anger,6,1176,No ! I mean come on ! This is a huge deal !,Rachel,dia691utt6.wav,0
4432,anger,6,574,You did !,Monica and Rachel,dia861utt6.wav,0
1475,joy,5,198,"Do you ah , want to get her something speacial , get her flowers , get her candy , get her gum , girls love gum .",Joey,dia287utt5.wav,3
5526,surprise,1,725,This one from me .,Tag,dia1081utt1.wav,5
8647,sadness,4,1151,"Well , just until we find an energy source to replace fuel .",Chandler,dia553utt4.wav,4
8761,surprise,7,1165,Really ? ! That is what you heard ? You said that ?,Chandler,dia630utt7.wav,5
6111,disgust,7,804,That means nothing to me . Come on !,Chandler,dia1192utt7.wav,1
1840,anger,6,250,"No . It was painful . Oh my God , they should call it Pain ... zine , now with a little wax .",Monica,dia368utt6.wav,0
2167,joy,14,293,"Hey , the fight starting !",Joey,dia437utt14.wav,3
9295,joy,6,1226,Hi !,Phoebe,dia931utt6.wav,3
1620,joy,2,218,"Hi . I just talked to Joanna , and she loves you . You got it , you got the job .",Mark,dia319utt2.wav,3
5988,surprise,15,786,So you do not have the cameras ? !,Chandler,dia1159utt15.wav,5
4061,surprise,1,524,"Okay , you have 19 questions left . Use them wisely . Come on Joey ! You can not win if you do not ask any",Phoebe,dia780utt1.wav,5
8620,anger,2,1147,"Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !",Chandler,dia540utt2.wav,0
428,joy,8,52,That is so sweet .,All,dia72utt8.wav,3
6504,joy,5,863,I am so glad you could make it .,Phoebe,dia1268utt5.wav,3
6187,sadness,3,812,You think you can knock up my daughter and then not marry her ? ! I am gonna kill you ! !,Dr. Green,dia1205utt3.wav,4
3228,surprise,1,428,"Hey , so uh , you know how there is something I wanted to talk to you about ?",Ross,dia637utt1.wav,5
6741,anger,2,898,"Well , I ... I said yes .",Rachel,dia1319utt2.wav,0
6592,sadness,10,875,You fell asleep ! !,Joey,dia1282utt10.wav,4
1410,joy,4,187,"Yeah ! And I got it on sale , too .",Monica,dia271utt4.wav,3
5845,sadness,5,766,And then maybe they are gonna have to leave the city to be near a Volvo dealership .,Phoebe,dia1129utt5.wav,4
7466,surprise,8,982,"Oh no , I know ! I know ! It is the one where Joey got Monica turkey stuck on his head !",Phoebe,dia658utt8.wav,5
5833,sadness,8,763,So ... If you wear that you will make mine less special .,Chandler,dia1125utt8.wav,4
2982,joy,8,402,"I just wanted to thank you again for last night , what a great party !",Ross,dia596utt8.wav,3
2878,anger,8,386,"Monica , you do not even have a bed , you sleep in a ball on the floor !",Rachel,dia574utt8.wav,0
2403,joy,1,325,"Wow , you have really pretty feet .",Rick,dia482utt1.wav,3
8319,surprise,2,1104,No . But thanks .,Phoebe,dia341utt2.wav,5
5985,surprise,15,786,So you do not have the cameras ? !,Chandler,dia1159utt15.wav,5
3207,anger,2,425,"How many times have I told you guys , you never watch the cooking channel !",Chandler,dia632utt2.wav,0
5312,anger,9,693,You need to give him money .,Monica,dia1040utt9.wav,0
575,joy,2,68,Hey .,Phoebe,dia93utt2.wav,3
2305,surprise,7,312,The guy who took Rachel to the prom ? Why is he calling you ?,Ross,dia465utt7.wav,5
9299,sadness,1,1227,I can not believe I am going to lose this job !,Joey,dia932utt1.wav,4
8015,joy,8,1056,"You gotta make sure that when Paolo walks out of there , the first guy Rachel sees is you , She is gotta know that you are everything he is not !",Joey,dia88utt8.wav,3
8792,joy,9,1167,You know what if we went away for a whole weekend ?,Chandler,dia636utt9.wav,3
8553,sadness,2,1137,"He is not gonna make it , he is stuck in Chicago .",Chandler,dia502utt2.wav,4
8161,surprise,2,1077,You know it ?,Chandler,dia210utt2.wav,5
1740,surprise,4,235,Pa ... haa ! ! I would love to go with you .,Ross,dia346utt4.wav,5
616,surprise,4,75,"The blond woman is my ex ... wife , and the woman touching her is her ... close , personal friend .",Ross,dia102utt4.wav,5
6646,joy,1,885,Hi ! I am Dr . Drake Remoray and I have a few routine questions I need to ask you .,Joey,dia1296utt1.wav,3
4592,anger,8,593,"Oh , why do not you make her one of your little jokes .",Ross,dia890utt8.wav,0
2347,sadness,4,317,"Okay , you know what , I have to go have dinner with my son , can I trust that when you see Phoebe , you will tell her .",Ross,dia470utt4.wav,4
1321,surprise,10,177,Why ? Cause otherwise you would go for it ?,Monica,dia257utt10.wav,5
8083,surprise,2,1064,This woman living my life .,Monica,dia134utt2.wav,5
4862,sadness,3,628,"Oh my God Chandler , the one you picked is gone . It is over !",Phoebe,dia953utt3.wav,4
7101,anger,1,944,"Oh , please . This is so your fault .",Ross,dia151utt1.wav,0
6301,joy,11,828,Really ? ! So this has happened to you ?,Rachel,dia1221utt11.wav,3
9490,joy,1,1249,"And what cool is , the character is from Naples , right ?",Joey,dia1122utt1.wav,3
6987,anger,7,927,You are not supposed to give people advice !,Monica,dia1363utt7.wav,0
1790,anger,6,244,You had no right coming down to my office Ross .,Rachel,dia357utt6.wav,0
8815,surprise,20,1168,We are in a relationship ?,Chandler,dia643utt20.wav,5
859,anger,7,106,"Ok , hypothetically , why will not I be married when I am 40 ?",Monica,dia147utt7.wav,0
7555,disgust,5,992,It is a witness not a perp . And no one talks like that !,Gary,dia743utt5.wav,1
7953,joy,2,1049,There you go !,Chandler,dia51utt2.wav,3
736,anger,2,96,"Ring dammit , ring !",Chandler,dia130utt2.wav,0
4405,surprise,1,571,"Chandler , Chandler , you know what we should do ? You and I should go out and get some new sunglasses .",Joey,dia856utt1.wav,5
8143,joy,2,1069,We are here !,Ross,dia159utt2.wav,3
1404,joy,9,186,"I love you , too .",Monica,dia269utt9.wav,3
209,sadness,9,25,This is basically the first time she is gonna see your underwear ... you want it to be dirty ?,Chandler,dia33utt9.wav,4
9297,joy,8,1226,I know what time you said .,Phoebe,dia931utt8.wav,3
6751,disgust,8,898,It is wrong .,Monica,dia1319utt8.wav,1
923,sadness,1,115,"Ben , I want you to know that there may be some times when I may not be around , like this .",Ross,dia160utt1.wav,4
1508,anger,6,204,Gimme the this !,Ross,dia297utt6.wav,0
6238,sadness,7,819,All right fine ! If it means that much to you ! But just ... there is gonna be a ton left over .,Monica,dia1212utt7.wav,4
4032,anger,12,519,"Okay lady , you are out of here .",The Security Guard,dia774utt12.wav,0
2090,surprise,9,278,Does it have to do with Joey ?,Monica,dia412utt9.wav,5
1633,surprise,7,221,"He thinks Monica is empty , she is the empty vase !",Phoebe,dia324utt7.wav,5
9097,joy,4,1202,Yeah !,Joey,dia813utt4.wav,3
3731,surprise,2,486,You can not put your cigarette out on a tree !,Phoebe,dia723utt2.wav,5
8788,anger,12,1166,Ask again later .,Ross,dia634utt12.wav,0
7410,joy,11,976,"Kidding ! God , I feel wild today !",Joanna,dia501utt11.wav,3
437,joy,6,54,"He is coming . Be cool , be cool , be cool .",Monica,dia75utt6.wav,3
1312,joy,2,177,"Ah , so this is a half ... caf , double tall , easy hazel nut , non ... fat , no foam , with whip , extra hot latte , right ?",Rachel,dia257utt2.wav,3
7543,anger,7,990,"I know it is in the apartment , but I definitely lost it .",Rachel,dia739utt7.wav,0
4364,joy,16,564,"That is it , feel the rhythm . That is better .",Janine,dia842utt16.wav,3
9220,sadness,2,1218,She is not ... She is gay . Oh my God . She is so gay !,Ross,dia886utt2.wav,4
994,sadness,8,128,"Well , you are not totally paranoid .",Rachel,dia184utt8.wav,4
5597,disgust,2,735,"One , two , three , four !",Ross,dia1092utt2.wav,1
4586,sadness,6,592,"Oh that one is available now , but only identical twins are eligible . It is a twins study .",Receptionist,dia888utt6.wav,4
5832,surprise,6,763,You can not wear that ! I am wearing the famous tux ! James Bond tux !,Chandler,dia1125utt6.wav,5
8218,anger,15,1088,"Ross , foot on the floor or come over no more !",Monica,dia261utt15.wav,0
8333,surprise,3,1109,Is this about Mark ?,Ross,dia358utt3.wav,5
2459,surprise,15,330,"But Casey , I mean granted I only saw the back of her head , but I got this sense that she is ... she is smart , and funny , and gets you .",Chandler,dia490utt15.wav,5
6237,sadness,5,819,"I mean , Thanksgiving with no turkey is like ... like Fourth of July with no apple pie !",Joey,dia1212utt5.wav,4
1233,surprise,5,166,Barley ? What kind of party serves barley ?,Janice,dia243utt5.wav,5
6112,joy,2,805,"Listen , I have got a secret for you . I let him win .",Chandler,dia1193utt2.wav,3
8594,anger,5,1142,"See that scientist in the classes , he and I used to play together all the time in grade school , but now ...",Tour Guide,dia519utt5.wav,0
8623,sadness,4,1147,"Who , Josh ?",Phoebe,dia540utt4.wav,4
7856,joy,11,1032,"With the , with the lilies , and ... and the song , and the stars !",Rachel,dia1260utt11.wav,3
509,sadness,4,60,What about the birds ?,Chandler,dia83utt4.wav,4
4104,joy,1,529,Hey !,Ross,dia785utt1.wav,3
2314,surprise,8,313,"Oh my God , you guys are selling the entertainment center ?",Phoebe,dia466utt8.wav,5
9776,anger,10,1281,It is not the same .,Ross,dia1341utt10.wav,0
8898,joy,15,1180,"Oh hey , Pheebs !",Steve,dia718utt15.wav,3
3063,joy,11,409,So you are not homesick yet ?,Phoebe,dia609utt11.wav,3
146,sadness,9,19,"Hi , one , uh , mushroom , green pepper and onion ?",Pizza Guy,dia25utt9.wav,4
6597,anger,4,876,I really think they are out of rooms .,Ross,dia1283utt4.wav,0
1125,sadness,3,149,"I am doing research for a book , and I was wondering what someone might do if they left a baby on a city bus .",Chandler,dia213utt3.wav,4
6955,joy,9,922,"Ok , but you know what ? I gotta say , I am really impressed that you were able to memorize all this so quickly !",Ross,dia1355utt9.wav,3
3555,anger,1,466,"Okay you know what , because you said that , I am not putting out tonight .",Chandler,dia694utt1.wav,0
7936,joy,3,1047,What do you think ? Today the big day !,Joey,dia47utt3.wav,3
7776,surprise,8,1022,"Okay , okay . It is James Brolin . James Brolin is the father of my baby .",Phoebe,dia1154utt8.wav,5
5947,disgust,6,781,"No ! No , I am the minister ! Alright , look ... look , put em both on the phone , I will marry them right now .",Joey,dia1149utt6.wav,1
2217,anger,2,301,She cancelled ! My namesake cancelled on me !,Phoebe,dia449utt2.wav,0
6141,sadness,1,808,You ... you ... you had sex with Ursula ? !,Phoebe,dia1198utt1.wav,4
5732,surprise,4,751,Whoa !,Joey,dia1109utt4.wav,5
1433,joy,4,191,"I just want you to take me and kiss me and make love to me right here , right now .",Rachel,dia275utt4.wav,3
6201,anger,10,813,Oh really ? That is how treat a friend ? You get her in trouble and then refuse to marry her ?,Dr. Green,dia1206utt10.wav,0
1522,surprise,16,206,"Why , do I have a feeling that is not as happy as it sounds ? No ! Nooooo ! ! !",Phoebe,dia301utt16.wav,5
7677,anger,4,1010,"Yeah , he does not like me .",Joey,dia928utt4.wav,0
2562,fear,5,343,"Well , you know , possibly . You did not tell him that , though ? Right ?",Rachel,dia511utt5.wav,2
9641,sadness,9,1267,"No , you can not let this stop you from getting massages !",Phoebe,dia1245utt9.wav,4
391,joy,3,50,Thank you . Thank you so much !,Rachel,dia69utt3.wav,3
7756,joy,3,1019,"Oh Ross you are so tense ! You just gotta relax , okay ? Just need to relax all right ? Just need to relax",Rachel,dia1137utt3.wav,3
2134,surprise,18,286,"Well , it turns out he is incredibly sensitive , he keeps a journal and he paints .",Phoebe,dia427utt18.wav,5
2432,anger,5,329,Because every time we are in the room together there is this weird like energy between us .,Chandler,dia489utt5.wav,0
6409,fear,4,844,Stupid closet full of bugs !,Joey,dia1244utt4.wav,2
2568,anger,3,345,Enough !,Monica,dia514utt3.wav,0
6084,joy,1,799,"Okay , I hear you loud and clear . Bob will stay put .",Mr. Franklin,dia1184utt1.wav,3
1432,surprise,1,191,I can not believe you came back .,Chandler,dia275utt1.wav,5
1437,joy,9,191,"My God , what were you thinking about ?",Friend No. 1,dia275utt9.wav,3
5613,joy,5,737,"Yeah , you are funny .",Ben,dia1094utt5.wav,3
728,fear,2,94,"Well , if you want , I will just ... I will just break it off with her .",Barry,dia128utt2.wav,2
6830,anger,7,907,I can not believe you put that on my alumni page !,Ross,dia1332utt7.wav,0
2398,anger,4,324,I am gonna call the landlord and tell him that Monica is illegally subletting here grandmother apartment .,Mr. Treeger,dia480utt4.wav,0
6625,sadness,4,883,Contraction !,Rachel,dia1291utt4.wav,4
7726,surprise,9,1015,I find Marion views far too progressionist .,Ross,dia1022utt9.wav,5
5990,surprise,17,786,So ? What ? What ? They are gone ! Monica gonna freak !,Chandler,dia1159utt17.wav,5
3815,sadness,10,495,"Yeah because you all have such different looks , we are putting you with Raymond and Kyle with Ben .",The Casting Director,dia735utt10.wav,4
5130,anger,4,666,"Oh , come on ! I will give you ten free Ralph Lauren shirts .",Rachel,dia999utt4.wav,0
4237,anger,5,548,"Joey , you know you do not actually have one .",Monica,dia819utt5.wav,0
3516,anger,4,462,"But , it is only the second day and I am a loser with stupid leather pants that do not even fit !",Ross,dia689utt4.wav,0
6930,joy,5,917,"I just wanted to let you know I have changed my mind : I am gonna do it , I am gonna kiss Joey .",Rachel,dia1347utt5.wav,3
3144,disgust,10,416,That sucks !,Phoebe,dia618utt10.wav,1
3883,surprise,7,502,"Wow ! You realize that we have been throwing this ball , without dropping it , for like an hour ?",Joey,dia747utt7.wav,5
2205,surprise,13,299,"Uh ... huh . Wow ! Well , look ! There is Frank .",Phoebe Sr,dia444utt13.wav,5
5730,sadness,3,751,There is this kid in my class who said he is in love with me .,Ross,dia1109utt3.wav,4
6947,surprise,12,920,"Whoa , whoa , whoa ! Slow down , you go way too fast .",Joey,dia1351utt12.wav,5
4968,surprise,14,641,"Do not worry about that man , that happens .",Joey,dia970utt14.wav,5
7706,anger,12,1011,""" You know , harm can it do if you go and put your name down ? """,Monica,dia941utt12.wav,0
689,surprise,8,88,"Oh , I beg to differ . The Pictionary incident ?",Rachel,dia120utt8.wav,5
3496,fear,3,460,"Hey , can you turn the lights off ?",Ross,dia687utt3.wav,2
1167,sadness,5,159,Hey .,Joey,dia232utt5.wav,4
7598,joy,9,999,"Yes ! That I know , this is from White Plains .",Rachel,dia850utt9.wav,3
4399,joy,13,569,She does want to .,Ross,dia853utt13.wav,3
1513,surprise,4,205,"Wow , you ah , you really like all this space stuff , huh ?",Ross,dia300utt4.wav,5
1540,joy,20,207,"Well hey , who did these resumes for you ?",Ross,dia303utt20.wav,3
8422,disgust,3,1121,Hey ! Can you take a duck and a chick to the theatre ?,Chandler,dia416utt3.wav,1
6247,joy,8,821,"Yeah , you want some ?",Monica,dia1214utt8.wav,3
5198,joy,7,677,You guys were totally right !,Joey,dia1016utt7.wav,3
4804,surprise,11,622,"It was a mistake . Please do not take this to mean anything , because it does not .",Monica,dia945utt11.wav,5
763,anger,10,98,People ! Last time there were some empty yoghurt containers lying around after class . Let not have that happen again !,Teacher,dia136utt10.wav,0
8817,surprise,2,1169,So you like the short hair better .,Danny,dia648utt2.wav,5
2625,surprise,5,354,Bloomingdale eliminated my department .,Rachel,dia527utt5.wav,5
5016,surprise,1,649,I can not believe this . Do you think that your parents could help pay for it ?,Monica,dia979utt1.wav,5
3989,joy,9,516,We could have our own show !,Joey,dia771utt9.wav,3
8751,joy,2,1163,Westminster Abbey !,Joey,dia604utt2.wav,3
1936,surprise,1,261,"And you know what , I just realised , in the last year I have only gone out with two guys , Richard and Julio .",Monica,dia385utt1.wav,5
161,sadness,20,19,So you guys want me to take this back ?,Pizza Guy,dia25utt20.wav,4
5646,joy,1,743,Honey ! Dinner ready !,Monica,dia1101utt1.wav,3
3675,sadness,5,479,"I , I can not help but notice you are naked and I applaud you .",Ross,dia712utt5.wav,4
9172,joy,5,1213,Hey !,Jill,dia864utt5.wav,3
8926,surprise,3,1185,"Gary , I am here to report a crime .",Chandler,dia749utt3.wav,5
7079,sadness,7,940,"You know , I , you know , can not do this .",Ross,dia71utt7.wav,4
6347,fear,19,834,"And we are gonna go out , we are gonna have a good time , and take your mind off of childbirth and c ... sections and ... and giant baby heads stretching out ...",Joey,dia1230utt19.wav,2
2774,surprise,9,371,"My uncle dragged us there . But , it actually it turned out to be really interesting .",Emily,dia555utt9.wav,5
7,anger,4,1,Instead of ... ?,Joey,dia1utt4.wav,0
1873,sadness,6,253,"I can not , you are a totally different person to me now .",Rachel,dia371utt6.wav,4
6181,fear,20,810,Is that it ?,Dr. Green,dia1203utt20.wav,2
7445,surprise,11,981,"Hey , where is his thing ?",Frank,dia626utt11.wav,5
6859,surprise,3,910,"Oh , please ! Honey , just the fact that you want me here to support you , I am ... OH MY GOD ! Is that Christian Sanders ? He is so gorgeous !",Rachel,dia1337utt3.wav,5
8877,anger,4,1178,Sit .,Phoebe,dia705utt4.wav,0
1406,joy,1,187,"Umm , this is nice .",Chandler,dia271utt1.wav,3
6905,sadness,15,913,It is over ! You have to accept that .,Rachel/actress,dia1340utt15.wav,4
4484,anger,3,581,And ... and you’re using my name !,Phoebe,dia871utt3.wav,0
481,anger,21,58,"Well , he made a move on me .",Phoebe,dia81utt21.wav,0
6099,surprise,3,802,Hey it is Mona ! From the wedding .,Mona,dia1189utt3.wav,5
1583,anger,7,213,Hi ! Is my misery amusing to you ?,Rachel,dia311utt7.wav,0
6442,sadness,6,852,"Ooh , I have something you can wear .",Mona,dia1253utt6.wav,4
5992,sadness,1,787,"Look , I feel really bad about how I freaked you out before , so I called the father and asked him to meet you here so you can tell him .",Phoebe,dia1161utt1.wav,4
1961,sadness,16,264,"Look , is there something wrong with me ?",Monica,dia388utt16.wav,4
4497,anger,3,582,It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?,Ross,dia872utt3.wav,0
8233,joy,1,1090,"Guess what , I got an audition !",Student,dia278utt1.wav,3
4563,sadness,5,591,I am the ruptured spleen .,Chandler,dia887utt5.wav,4
6565,fear,10,872,We can go into detail,The Interviewer,dia1278utt10.wav,2
1172,sadness,10,159,"Well , I am sorry Joe . I did not think the doctor was gonna buy that it just "" fell out of the socket "" .",Chandler,dia232utt10.wav,4
6633,anger,9,883,She is in labor ! You like that you sick son of a bitch !,Evil Bitch,dia1291utt9.wav,0
9782,sadness,5,1282,I guess I was just so worried about having to ... come here and do ... that ...,Chandler,dia1357utt5.wav,4
627,sadness,6,77,"I know , but it is my job . Look , I will try to get back as soon as I can . I am sorry .",Susan,dia104utt6.wav,4
2979,joy,5,402,Hey guys !,Ross,dia596utt5.wav,3
5003,joy,1,647,"So Chandler , your parents must have been thrilled when you told them you were engaged .",Mrs. Geller,dia977utt1.wav,3
4274,joy,3,552,Ha ... ha ! That is like 500 bucks you owe me !,Joey,dia825utt3.wav,3
6940,joy,2,918,"Oh well , this was a really important experience for me , and I wanted to share it with you .",Chandler,dia1348utt2.wav,3
8535,sadness,1,1134,"I am sure as hell not a dancer , it is no use . Marge will never go for me .",Mr. Treeger,dia484utt1.wav,4
2185,joy,5,295,Nice job .,Doug,dia439utt5.wav,3
4455,joy,16,575,"Yeah but after you said it was okay , I figured , "" Why not ? ! """,Ross,dia863utt16.wav,3
8910,sadness,2,1182,"Ross , did not you say that there was an elevator in here ?",Rachel,dia724utt2.wav,4
4661,anger,2,603,"I mean technically it is ... it is not against the rules or anything , but it is frowned upon .",Ross,dia907utt2.wav,0
5543,anger,3,727,Hey ! Are those crab cakes ? Did I not tell you to come straight to me when more crab cakes were ready ?,Joey,dia1083utt3.wav,0
7858,joy,12,1032,It was ... really wonderful !,Rachel,dia1260utt12.wav,3
28,sadness,1,6,"What that Rachel did to her life ... We ran into her parents at the club , they were not playing very well .",Mrs. Geller,dia7utt1.wav,4
7014,joy,6,931,Oh my God ! I am your groupie !,Charlie,dia1368utt6.wav,3
1715,joy,1,233,"Cause every time I see your face , I can not help but fall from grace . I know ...",Singer,dia340utt1.wav,3
7895,sadness,9,1038,It is ... it is complicated okay ?,Ross,dia1310utt9.wav,4
3818,surprise,4,496,"Rachel , did not you just light that ?",Kim,dia736utt4.wav,5
4925,joy,2,637,"I know , they are gonna be so happy together .",Phoebe,dia964utt2.wav,3
3271,sadness,1,432,is for me not to see you anymore .,Ross,dia641utt1.wav,4
5484,anger,7,716,I can not believe mom and dad are selling the house !,Monica,dia1071utt7.wav,0
6439,joy,4,851,"We have . Maybe we will be seeing each other at dinner tomorrow night , say around 8 o clock ?",Jim,dia1252utt4.wav,3
6400,joy,3,843,"Great , let begin . How the pressure ?",Phoebe,dia1243utt3.wav,3
4560,sadness,2,591,"Yeah , come on , eat , whatever you want . Dr . Roger got beeped again .",Monica,dia887utt2.wav,4
112,anger,2,14,Do not you realise what you are ... you are doing to yourself ?,Ross,dia15utt2.wav,0
5781,joy,16,756,Nice to meet you too .,Cassie,dia1117utt16.wav,3
3933,sadness,2,509,"Umm , slight change of plans . We have shut down .",Stanley,dia757utt2.wav,4
3909,surprise,6,504,Okay . Oh ! Oh no .,Phoebe,dia751utt6.wav,5
3577,anger,11,469,He obviously lost his mind .,Joey,dia697utt11.wav,0
2772,surprise,7,371,"Oh , we went to see a collection of Victorian doorknobs and the Cupert ... Hewitt museum .",Ross,dia555utt7.wav,5
5961,surprise,5,783,Ed Begley Jr . is not gay .,Rachel,dia1155utt5.wav,5
1038,disgust,2,132,I have never seen so much crap !,Rachel,dia188utt2.wav,1
6651,surprise,14,885,"Okay . And uh , are you married .",Joey,dia1296utt14.wav,5
7202,sadness,11,950,"Look , I am sorry , all right . I never meant for you to find out !",Monica,dia182utt11.wav,4
5798,surprise,3,759,"Yeah ! Okay , this one is a mushroom cap . Umm , this one is made of bologna .",Monica,dia1120utt3.wav,5
7124,anger,13,944,"Do not make me do this again , I do not like my voice like this .",Phoebe,dia151utt13.wav,0
4477,joy,8,578,Oh that makes me feel so warm in my hollow tin chest .,Chandler,dia868utt8.wav,3
3833,fear,19,496,Yes ! Great ! Give me those cigs ! Give it ! Give it !,Rachel,dia736utt19.wav,2
7162,sadness,5,947,"I am sorry . I am sorry , Phoebe . It is just a little shorter than what we had discussed .",Monica,dia174utt5.wav,4
6744,anger,5,898,You just had Ross baby !,Monica,dia1319utt5.wav,0
8911,sadness,3,1182,"Uhh , yes I did but there is not . Okay , here we go .",Ross,dia724utt3.wav,4
9489,joy,2,1248,"I am really glad you guys are okay but , I just keep thinking what would happen if ... if you two actually had hooked up .",Phoebe,dia1100utt2.wav,3
9558,surprise,5,1256,"I actually had a topic in mind ! I am , I am kinda going through a dry spell , sex wise .",Ross,dia1174utt5.wav,5
644,joy,2,80,"See , there you go , the cleansing works !",Phoebe,dia107utt2.wav,3
820,sadness,6,103,What were you thinking ?,Monica,dia142utt6.wav,4
9171,joy,4,1213,Hi Jill !,Ross,dia864utt4.wav,3
941,surprise,10,117,"Come on , Ross ? Remember back in college , when he fell in love with Carol and bought her that ridiculously expensive crystal duck ?",Chandler,dia162utt10.wav,5
1264,surprise,3,171,If you ever want to redo the bathroom floor .,Joey,dia249utt3.wav,5
4046,joy,2,521,"Okay , all right , all right , all right ! Okay ! Okay , here is something , here is something blue and new .",Chandler,dia776utt2.wav,3
6273,anger,2,826,So forcing her to marry Bobby is gonna make that happen ?,Rachel,dia1219utt2.wav,0
9281,joy,9,1225,"Yeah , it is about relationships . You know ? The traps , the pitfalls , what not to do , keep going . This stuff is great !",Phoebe,dia927utt9.wav,3
7606,fear,6,1000,What ? !,Phoebe,dia852utt6.wav,2
7828,sadness,9,1028,"Good ... good , do not tell him . Do not tell him . Just have him call me okay ?",Rachel,dia1182utt9.wav,4
286,fear,12,34,I am not fine . Here she comes .,Chandler,dia42utt12.wav,2
342,surprise,16,41,I was the last one to know when you had a crush on Joey when he was moving in .,Phoebe,dia55utt16.wav,5
6827,anger,7,907,I can not believe you put that on my alumni page !,Ross,dia1332utt7.wav,0
5048,surprise,1,654,"That is the day you are gonna die ? See ... darnit , I have got shuffleboard that day .",Ross,dia984utt1.wav,5
2359,fear,1,319,Not yet ! Not yet ! Not yet ! Not yet ! Not yet ! Not yet ! Not yet ! Not yet !,Monica,dia472utt1.wav,2
5502,sadness,6,720,I got nothing .,Earl,dia1075utt6.wav,4
4820,disgust,18,623,How rude .,Ross,dia946utt18.wav,1
9452,anger,10,1245,Tag !,Rachel,dia1064utt10.wav,0
5540,sadness,19,725,"No I know , because to be a grandmother you have to be married and have children and I do not have any of those things .",Rachel,dia1081utt19.wav,4
6982,surprise,1,927,Wow ! That Mike thing was interesting ! I do not know what gonna happen with Phoebe and David .,Monica,dia1363utt1.wav,5
6911,surprise,1,915,You wanna fool around with Joey ?,Monica,dia1343utt1.wav,5
4888,joy,5,631,Chandler gonna ask Monica to marry him !,Ross,dia956utt5.wav,3
6699,joy,4,893,We may have just started a family .,Monica,dia1312utt4.wav,3
1273,surprise,12,171,"Look at that , every inch of this stuff is glued down .",Joey,dia249utt12.wav,5
4511,anger,2,584,Because I am not going to spend one more day with someone whose out to sabotage my every move .,Jill,dia874utt2.wav,0
420,joy,6,52,"Anyway , I was just thinking , I mean , if you would gone to Vail , and if you guysd been with your family , if you did not have syphilis and stuff , we would not be all together , you know ?",Chandler,dia72utt6.wav,3
6293,joy,2,827,Oh my God ! I do love you ! How did you do it ? !,Phoebe,dia1220utt2.wav,3
7398,anger,12,974,"I ... I am sorry , but the moment I touch him , I just wanna throw out my old oath and take a new , dirty one .",Phoebe,dia483utt12.wav,0
2560,joy,3,343,Patrick and I had such a great time last night ! I mean I think this could maybe turn into something serious .,Rachel,dia511utt3.wav,3
6760,surprise,14,898,Sure .,Rachel,dia1319utt14.wav,5
7040,joy,16,934,Or we could throw you both in now !,Professore Clerk,dia1372utt16.wav,3
5096,surprise,9,662,How would you feel about taking out my assistant Tag ? I will pay .,Rachel,dia995utt9.wav,5
1011,disgust,5,129,"Do not tell me , because of the big nostril thing ?",Ross,dia185utt5.wav,1
4606,surprise,7,595,"Let me get this straight man , you attacked your ex ... wife ? !",The Instructor,dia897utt7.wav,5
4468,fear,4,577,"You know so umm , he is closed the drapes there so he can have a nice , pleasant conversation with your little sister .",Chandler,dia866utt4.wav,2
3631,sadness,9,475,"Oh , you think I should give up the bag !",Joey,dia707utt9.wav,4
1217,anger,9,164,The first good thing she gets me in weeks . How could you not give me the message ?,Joey,dia240utt9.wav,0
6835,anger,3,908,You can not have it .,Phoebe,dia1334utt3.wav,0
